"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"5126","서울특별시 성북구 성북동1가","35-22","0035","0022","휴아름스튜디오","16.2700","202203","08","        22,000","-","13","-","-","2015","창경궁로 323","-","중개거래","서울 성북구","-"
"5127","서울특별시 성북구 석관동","410","0410","0000","래미안아트리치","59.4200","202203","09","        93,000","-","7","-","-","2019","돌곶이로8길 22","-","중개거래","서울 성북구","-"
"5128","서울특별시 양천구 목동","709-2","0709","0002","성원2","59.9000","202203","09","        72,000","-","12","-","-","2000","목동중앙남로 100","-","중개거래","서울 양천구","-"
"5129","서울특별시 강서구 등촌동","695","0695","0000","주공5","58.1400","202203","09","        85,000","-","14","-","-","1995","공항대로39길 74","-","중개거래","서울 강서구","-"
"5130","서울특별시 송파구 마천동","191-17","0191","0017","기영","84.3300","202203","09","       114,000","-","4","-","-","1998","마천로51길 27","-","중개거래","서울 송파구","-"
"5131","서울특별시 서초구 방배동","755-14","0755","0014","리첸시아방배","134.2200","202203","10","       171,000","-","3","-","-","2010","방배중앙로 204","-","중개거래","서울 서초구","-"
"5132","서울특별시 용산구 신계동","48","0048","0000","용산e편한세상","84.2100","202203","11","       184,000","-","3","-","-","2011","원효로 216","-","중개거래","서울 성동구 서울 용산구","-"
"5133","서울특별시 광진구 광장동","567","0567","0000","광나루현대","84.9200","202203","11","       128,000","-","18","-","-","1996","아차산로76길 31","-","중개거래","서울 광진구","-"
"5134","서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","14.5790","202203","11","        10,800","-","19","-","-","2015","공원로 11","-","중개거래","서울 영등포구","-"
"5135","서울특별시 노원구 하계동","284","0284","0000","청구","84.9700","202203","12","        85,000","-","2","-","-","1988","공릉로 351","20220412","중개거래","서울 노원구 서울 성북구","-"
"5136","서울특별시 노원구 하계동","284","0284","0000","청구","84.9700","202203","12","        85,000","-","2","-","-","1988","공릉로 351","-","중개거래","서울 노원구 서울 성북구","-"
"5137","서울특별시 양천구 신월동","410-10","0410","0010","누리애","57.7200","202203","12","        35,000","-","6","-","-","2010","오목로1길 45","-","중개거래","서울 양천구","-"
"5138","서울특별시 양천구 신월동","1077","1077","0000","목동센트럴아이파크위브3단지","52.8500","202203","12","        86,500","-","16","-","-","2020","남부순환로83길 48","-","중개거래","서울 양천구","-"
"5139","서울특별시 구로구 개봉동","471","0471","0000","삼호","84.8800","202203","12","        78,800","-","17","-","-","1996","남부순환로95길 16","-","중개거래","서울 구로구","-"
"5140","서울특별시 용산구 한남동","802","0802","0000","리버탑","59.5700","202203","13","       120,000","-","9","-","-","2001","독서당로6길 16","-","중개거래","서울 용산구","-"
"5141","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","84.9800","202203","13","       159,500","-","18","-","-","2020","여의대방로35가길 19","-","중개거래","서울 송파구","-"
"5142","서울특별시 영등포구 당산동5가","11-33","0011","0033","당산디오빌","28.8600","202203","13","        36,200","-","8","-","-","2005","당산로 222","-","중개거래","서울 영등포구","-"
"5143","서울특별시 구로구 구로동","106-2","0106","0002","대림역포스큐","15.9750","202203","14","        11,200","-","17","-","-","2015","공원로 11","-","직거래","-","-"
"5144","서울특별시 강남구 수서동","736","0736","0000","신동아","33.1800","202203","14","       115,000","-","13","-","-","1992","광평로47길 17","-","중개거래","서울 강남구","-"
"5145","서울특별시 서초구 잠원동","55-7","0055","0007","청구빌라트","242.1600","202203","15","       415,000","-","6","-","-","1996","잠원로 177","20230222","중개거래","서울 서초구","-"
"5146","서울특별시 동대문구 장안동","373-1","0373","0001","양우내안애애플","15.3388","202203","15","        10,200","-","5","-","-","2014","장한로 99","-","중개거래","서울 동대문구","-"
"5147","서울특별시 도봉구 도봉동","641","0641","0000","서원","49.7700","202203","15","        44,800","-","12","-","-","1996","마들로 684-19","-","중개거래","경기 남양주시 서울 도봉구","-"
"5148","서울특별시 마포구 노고산동","1-3","0001","0003","신촌포스빌","32.3400","202203","15","        25,000","-","5","-","-","2004","신촌로 150","-","중개거래","-","-"
"5149","서울특별시 구로구 오류동","6-1","0006","0001","한백고은","84.6200","202203","15","        46,700","-","4","-","-","2005","고척로 19","-","중개거래","서울 구로구","-"
"5150","서울특별시 영등포구 신길동","4942","4942","0000","여의도리버뷰","12.9600","202203","15","        11,000","-","2","-","-","2012","여의대방로61길 50","-","중개거래","서울 영등포구","-"
"5151","서울특별시 영등포구 대림동","1124","1124","0000","신대림신동아파밀리에","59.9754","202203","15","        87,000","-","8","-","-","2013","도림로54길 14","-","중개거래","서울 영등포구","-"
"5152","서울특별시 동작구 노량진동","325","0325","0000","신동아리버파크","84.8800","202203","15","       126,000","-","14","-","-","2001","만양로 19","-","중개거래","서울 동작구","-"
"5153","서울특별시 서초구 잠원동","55-7","0055","0007","청구빌라트","242.1600","202203","15","       415,000","-","6","-","-","1996","잠원로 177","20230308","중개거래","서울 서초구","-"
"5154","서울특별시 용산구 이촌동","301-170","0301","0170","반도","197.4600","202203","16","       308,000","-","7","-","-","1977","이촌로 324-10","-","중개거래","서울 서초구 서울 송파구","-"
"5155","서울특별시 성동구 금호동2가","1","0001","0000","신금호파크자이","59.9800","202203","16","       145,000","-","10","-","-","2016","금호로 173","-","중개거래","서울 서초구 서울 성동구","-"
"5156","서울특별시 광진구 광장동","145-8","0145","0008","워커힐","226.4500","202203","16","       329,000","-","12","-","-","1978","아차산로 637","-","중개거래","서울 광진구","-"
"5157","서울특별시 도봉구 창동","810","0810","0000","신창","49.7700","202203","16","        47,000","-","9","-","-","1998","덕릉로62길 13","-","중개거래","서울 도봉구","-"
"5158","서울특별시 양천구 신정동","881-8","0881","0008","목동무지개","80.1300","202203","16","        50,000","-","2","-","-","2002","은행정로20길 5-9","-","중개거래","서울 양천구","-"
"5159","서울특별시 강서구 화곡동","1159","1159","0000","우장산아이파크,이편한세상","59.9800","202203","16","       112,000","-","17","-","-","2008","강서로 266","-","중개거래","서울 강서구","-"
"5160","서울특별시 영등포구 영등포동1가","145","0145","0000","내이처해밀","14.2400","202203","16","        12,000","-","2","-","-","2012","경인로114길 62","20220517","중개거래","서울 영등포구","-"
"5161","서울특별시 영등포구 여의도동","61-4","0061","0004","라이프콤비","131.6000","202203","16","       160,000","-","20","-","-","1994","63로 32","-","중개거래","서울 영등포구","-"
"5162","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","31.4020","202203","16","       127,500","-","15","-","-","2008","학동로68길 29","-","중개거래","서울 강남구","-"
"5163","서울특별시 송파구 방이동","217","0217","0000","대림","125.0750","202203","16","       210,000","-","6","-","-","1985","양재대로 1109","-","중개거래","서울 송파구","-"
"5164","서울특별시 송파구 신천동","7-18","0007","0018","롯데캐슬골드","187.6500","202203","16","       275,000","-","12","-","-","2005","올림픽로 269","-","중개거래","서울 송파구","-"
"5165","서울특별시 노원구 상계동","691","0691","0000","상계주공7(고층)","45.5500","202203","17","        65,000","-","8","-","-","1988","동일로 1456","-","중개거래","서울 노원구","-"
"5166","서울특별시 은평구 신사동","360","0360","0000","신사성원","59.9400","202203","17","        59,800","-","3","-","-","2000","갈현로4길 26-5","-","중개거래","서울 은평구","-"
"5167","서울특별시 마포구 망원동","433-9","0433","0009","미원2","59.7900","202203","17","        66,000","-","1","-","-","1997","월드컵로29길 68","20220530","중개거래","서울 마포구","-"
"5168","서울특별시 동작구 노량진동","325","0325","0000","신동아리버파크","114.7500","202203","17","       135,000","-","4","-","-","2001","만양로 19","-","중개거래","서울 동작구","-"
"5169","서울특별시 관악구 봉천동","893-12","0893","0012","마에스트로캠퍼스타운","13.1500","202203","17","        13,500","-","14","-","-","2012","남부순환로 1773","-","중개거래","서울 관악구","-"
"5170","서울특별시 강남구 압구정동","433","0433","0000","신현대11차","183.4100","202203","17","       595,000","-","4","-","-","1983","압구정로 151","-","직거래","-","-"
"5171","서울특별시 동대문구 답십리동","1003","1003","0000","래미안위브","84.9800","202203","18","       140,000","-","15","-","-","2014","답십리로 130","-","중개거래","서울 동대문구","-"
"5172","서울특별시 성북구 길음동","1288","1288","0000","래미안길음센터피스","84.9900","202203","18","       146,000","-","16","-","-","2019","숭인로 50","-","중개거래","서울 성북구","-"
"5173","서울특별시 성북구 길음동","1288","1288","0000","래미안길음센터피스","59.9900","202203","18","       107,000","-","8","-","-","2019","숭인로 50","-","중개거래","서울 강북구","-"
"5174","서울특별시 도봉구 창동","810","0810","0000","신창","59.4000","202203","18","        53,000","-","7","-","-","1998","덕릉로62길 13","-","중개거래","서울 도봉구","-"
"5175","서울특별시 영등포구 문래동3가","76-1","0076","0001","국화맨션","118.6200","202203","18","       134,000","-","15","-","-","1983","도림로 464","-","직거래","-","-"
"5176","서울특별시 강동구 천호동","416-12","0416","0012","엘림스퀘어II","17.5800","202203","18","        18,000","-","10","-","-","2019","구천면로24길 9","-","직거래","-","-"
"5177","서울특별시 서초구 서초동","1301-6","1301","0006","래미안서초스위트","95.8079","202203","18","       267,000","-","24","-","-","2009","서운로 221","-","중개거래","서울 서초구","-"
"5178","서울특별시 종로구 홍파동","199","0199","0000","경희궁자이(2단지)","84.8359","202203","19","       199,000","-","9","-","-","2017","송월길 99","-","중개거래","서울 종로구","-"
"5179","서울특별시 성북구 석관동","410","0410","0000","래미안아트리치","59.9600","202203","19","        99,000","-","10","-","-","2019","돌곶이로8길 22","-","중개거래","서울 성북구","-"
"5180","서울특별시 도봉구 도봉동","641","0641","0000","서원","49.7700","202203","19","        47,000","-","17","-","-","1996","마들로 684-19","-","중개거래","서울 도봉구","-"
"5181","서울특별시 도봉구 쌍문동","195","0195","0000","청구","84.6300","202203","19","        69,000","-","9","-","-","1996","도당로 13","-","중개거래","서울 도봉구","-"
"5182","서울특별시 마포구 공덕동","476","0476","0000","공덕파크자이","84.9027","202203","19","       178,000","-","7","-","-","2015","백범로 152","20220419","중개거래","서울 마포구","-"
"5183","서울특별시 마포구 공덕동","476","0476","0000","공덕파크자이","84.9027","202203","19","       178,000","-","7","-","-","2015","백범로 152","-","중개거래","서울 마포구","-"
"5184","서울특별시 구로구 오류동","337","0337","0000","동보","84.9600","202203","19","        53,800","-","5","-","-","1998","오리로13가길 30","-","중개거래","서울 구로구","-"
"5185","서울특별시 영등포구 영등포동","649","0649","0000","두산위브","114.0800","202203","19","       124,500","-","10","-","-","2004","신길로60나길 9","-","중개거래","서울 관악구 서울 영등포구","-"
"5186","서울특별시 강동구 천호동","447-17","0447","0017","강동역신동아파밀리에","107.3400","202203","19","       149,000","-","38","-","-","2015","천호대로 1089","-","중개거래","서울 강동구","-"
"5187","서울특별시 송파구 방이동","89","0089","0000","올림픽선수기자촌1단지","83.0600","202203","19","       242,000","-","13","-","-","1988","양재대로 1218","-","중개거래","서울 송파구","-"
"5188","서울특별시 용산구 이태원동","22-2","0022","0002","청화1","174.3800","202203","20","       290,000","-","4","-","-","1982","장문로 27","-","중개거래","서울 용산구","-"
"5189","서울특별시 은평구 응암동","227-22","0227","0022","청록","70.8600","202203","20","        33,000","-","3","-","-","1998","백련산로4길 14","-","중개거래","서울 은평구","-"
"5190","서울특별시 강동구 성내동","244-6","0244","0006","건영아모리움","11.6448","202203","20","        16,000","-","12","-","-","2017","천호대로176길 10-12","-","직거래","-","-"
"5191","서울특별시 은평구 불광동","248","0248","0000","라이프미성","125.7500","202203","21","        99,500","-","11","-","-","1988","통일로 780","-","직거래","-","-"
"5192","서울특별시 강서구 염창동","299","0299","0000","강변힐스테이트","84.9900","202203","21","       125,000","-","18","-","-","2005","양천로75길 19","-","중개거래","서울 강서구","-"
"5193","서울특별시 동작구 흑석동","339","0339","0000","흑석한강센트레빌Ⅱ","119.7270","202203","21","       184,000","-","13","-","-","2012","서달로 91","-","중개거래","서울 동작구","-"
"5194","서울특별시 노원구 상계동","691","0691","0000","상계주공7(고층)","59.3900","202203","22","        86,500","-","5","-","-","1988","상계로1길 92","-","중개거래","서울 구로구 서울 송파구","-"
"5195","서울특별시 노원구 상계동","1321","1321","0000","건영","59.7600","202203","22","        39,000","-","6","-","-","2003","덕릉로115다길 40","-","중개거래","서울 노원구","-"
"5196","서울특별시 은평구 대조동","15-122","0015","0122","영화노블레스아파트","21.7400","202203","22","        25,000","-","14","-","-","2019","통일로65길 3","-","중개거래","서울 은평구","-"
"5197","서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","74.6600","202203","22","        80,000","-","7","-","-","1989","구일로4길 46","-","중개거래","서울 구로구 서울 양천구","-"
"5198","서울특별시 영등포구 여의도동","61-4","0061","0004","라이프콤비","122.4000","202203","22","       169,000","-","22","-","-","1994","63로 32","20220711","중개거래","서울 영등포구","-"
"5199","서울특별시 강동구 명일동","42","0042","0000","명일우성","84.9300","202203","22","       151,800","-","8","-","-","1986","고덕로62길 76","-","중개거래","서울 강동구","-"
"5200","서울특별시 도봉구 도봉동","641","0641","0000","서원","49.7700","202203","23","        46,400","-","6","-","-","1996","마들로 684-19","-","중개거래","서울 도봉구","-"
"5201","서울특별시 노원구 월계동","949","0949","0000","꿈의숲SKVIEW","84.9500","202203","23","       110,000","-","5","-","-","2016","월계로42길 97","-","중개거래","서울 노원구","-"
"5202","서울특별시 은평구 역촌동","32-3","0032","0003","명남뉴(32-3)","78.8600","202203","23","        51,000","-","3","-","-","2004","진흥로1길 41","-","중개거래","서울 은평구","-"
"5203","서울특별시 구로구 고척동","340-1","0340","0001","고척LIG리가2차","59.9500","202203","23","        81,500","-","15","-","-","2009","중앙로12길 17-8","-","중개거래","서울 구로구","-"
"5204","서울특별시 강서구 화곡동","1153","1153","0000","호용그린피아","83.2200","202203","24","        63,800","-","3","-","-","2005","화곡로43가길 44","-","중개거래","서울 강서구","-"
"5205","서울특별시 영등포구 대림동","785-1","0785","0001","현대1","84.7500","202203","24","        82,000","-","1","-","-","1992","도신로4길 14","-","중개거래","서울 영등포구","-"
"5206","서울특별시 종로구 무악동","60","0060","0000","인왕산아이파크","84.8580","202203","25","       134,500","-","3","-","-","2008","통일로18길 9","-","중개거래","서울 종로구","-"
"5207","서울특별시 성북구 길음동","1288","1288","0000","래미안길음센터피스","59.9700","202203","25","       110,000","-","12","-","-","2019","숭인로 50","-","중개거래","서울 성북구","-"
"5208","서울특별시 도봉구 도봉동","641","0641","0000","서원","49.7700","202203","25","        46,900","-","6","-","-","1996","마들로 684-19","-","중개거래","서울 도봉구","-"
"5209","서울특별시 양천구 신월동","1063","1063","0000","롯데캐슬","84.9840","202203","25","       110,000","-","16","-","-","2014","중앙로29길 61","20220412","중개거래","서울 양천구","-"
"5210","서울특별시 양천구 신월동","1063","1063","0000","롯데캐슬","84.9840","202203","25","       110,000","-","16","-","-","2014","중앙로29길 61","-","중개거래","서울 양천구","-"
"5211","서울특별시 강서구 화곡동","1159","1159","0000","우장산아이파크,이편한세상","59.9800","202203","25","       111,500","-","17","-","-","2008","강서로 266","-","중개거래","서울 구로구","-"
"5212","서울특별시 영등포구 여의도동","61-4","0061","0004","라이프콤비","131.6000","202203","25","       138,000","-","18","-","-","1994","63로 32","-","중개거래","서울 영등포구","-"
"5213","서울특별시 영등포구 신길동","365","0365","0000","우성1","83.6400","202203","25","       109,500","-","1","-","-","1986","도신로 68","-","중개거래","서울 영등포구","-"
"5214","서울특별시 동작구 대방동","503","0503","0000","주공2","58.6500","202203","25","        99,000","-","2","-","-","1995","여의대방로44길 47","-","중개거래","서울 동작구","-"
"5215","서울특별시 서초구 잠원동","50","0050","0000","롯데캐슬갤럭시","133.4100","202203","25","       325,000","-","13","-","-","2002","잠원로14길 3","-","중개거래","서울 서초구","-"
"5216","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","114.4630","202203","25","       250,000","-","16","-","-","2008","학동로68길 29","20221109","직거래","-","-"
"5217","서울특별시 송파구 풍납동","219","0219","0000","미성","116.9650","202203","25","       142,000","-","6","-","-","1985","풍성로 14","-","중개거래","서울 송파구","-"
"5218","서울특별시 동대문구 장안동","372-9","0372","0009","청솔아파트(A동)","48.2600","202203","26","        39,300","-","5","-","-","2015","장한로23길 7","-","중개거래","서울 동대문구","-"
"5219","서울특별시 성북구 돈암동","1","0001","0000","돈암현대아파트","56.7000","202203","26","        66,000","-","6","-","-","1991","정릉로 404","-","중개거래","서울 성북구","-"
"5220","서울특별시 도봉구 도봉동","641","0641","0000","서원","49.7700","202203","26","        47,300","-","8","-","-","1996","마들로 684-19","-","중개거래","서울 도봉구","-"
"5221","서울특별시 은평구 응암동","368-6","0368","0006","청안파인","30.8300","202203","26","        21,500","-","10","-","-","2012","응암로14길 1-15","-","중개거래","서울 서대문구 서울 은평구","-"
"5222","서울특별시 서대문구 홍제동","373","0373","0000","태영으뜸(데시앙)","37.1100","202203","26","        40,200","-","5","-","-","1998","세검정로3길 63","-","중개거래","서울 서대문구","-"
"5223","서울특별시 마포구 아현동","777","0777","0000","마포래미안푸르지오2단지","59.9656","202203","26","       156,000","-","9","-","-","2014","마포대로 195","-","중개거래","서울 마포구","-"
"5224","서울특별시 구로구 천왕동","282","0282","0000","천왕이펜하우스1단지","59.9400","202203","26","        79,500","-","1","-","-","2011","천왕로 91","-","중개거래","경기 평택시 서울 구로구","-"
"5225","서울특별시 중랑구 신내동","795","0795","0000","새한","59.7700","202203","26","        60,000","-","14","-","-","1998","용마산로 616","-","중개거래","서울 중랑구","-"
"5226","서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","59.5300","202203","26","       198,000","-","16","-","-","2005","선릉로69길 19","-","중개거래","서울 강남구","-"
"5227","서울특별시 양천구 목동","941","0941","0000","대원칸타빌2","84.9800","202203","27","       145,000","-","15","-","-","2003","목동중앙로 11","-","중개거래","서울 양천구","-"
"5228","서울특별시 구로구 오류동","339","0339","0000","동부(105동~106동)","59.7900","202203","27","        58,000","-","15","-","-","1999","경인로 248-13","20220404","중개거래","서울 구로구","-"
"5229","서울특별시 구로구 오류동","339","0339","0000","동부(105동~106동)","59.7900","202203","27","        58,000","-","15","-","-","1999","경인로 248-13","-","중개거래","서울 구로구","-"
"5230","서울특별시 중구 신당동","857","0857","0000","약수역더시티","19.0600","202203","28","        27,500","-","10","-","-","2021","동호로7길 14","-","중개거래","서울 중구","-"
"5231","서울특별시 성북구 길음동","1288","1288","0000","래미안길음센터피스","59.9000","202203","28","       106,000","-","14","-","-","2019","숭인로 50","-","중개거래","서울 성북구","-"
"5232","서울특별시 도봉구 도봉동","641","0641","0000","서원","49.7700","202203","28","        47,000","-","5","-","-","1996","마들로 684-19","-","중개거래","서울 도봉구","-"
"5233","서울특별시 마포구 마포동","449","0449","0000","비체힐리버뷰","16.5186","202203","28","        14,580","-","6","-","-","2012","마포대로4나길 71","-","중개거래","서울 마포구","-"
"5234","서울특별시 금천구 시흥동","953-5","0953","0005","거상장미","92.1300","202203","28","        40,000","-","4","-","-","2003","시흥대로28길 32","-","중개거래","서울 금천구","-"
"5235","서울특별시 용산구 이촌동","212-41","0212","0041","G&D용산드림","16.2000","202203","29","        59,500","-","6","-","-","2020","이촌로2가길 9","-","중개거래","서울 용산구","-"
"5236","서울특별시 성동구 금호동2가","1","0001","0000","신금호파크자이","84.9800","202203","29","       169,000","-","6","-","-","2016","금호로 173","-","중개거래","서울 성동구","-"
"5237","서울특별시 도봉구 창동","810","0810","0000","신창","49.7700","202203","29","        46,000","-","9","-","-","1998","덕릉로62길 13","-","중개거래","서울 도봉구","-"
"5238","서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","84.9800","202203","29","       138,000","-","21","-","-","2005","강서로 348","-","중개거래","서울 강서구","-"
"5239","서울특별시 강남구 청담동","67-1","0067","0001","청담린든그로브","84.9979","202203","29","       330,000","-","5","-","-","2017","학동로97길 51","-","중개거래","서울 강남구 서울 용산구","-"
"5240","서울특별시 동대문구 장안동","337-3","0337","0003","르메이에르장안타운3차","73.9300","202203","30","        56,000","-","10","-","-","2005","장한로26다길 13","-","중개거래","서울 동대문구","-"
"5241","서울특별시 강서구 등촌동","695","0695","0000","주공5","58.1400","202203","30","        85,000","-","12","-","-","1995","공항대로39길 74","-","중개거래","서울 강서구","-"
"5242","서울특별시 금천구 가산동","234-46","0234","0046","삼익","59.9400","202203","30","        52,500","-","9","-","-","1998","두산로9길 56","-","중개거래","서울 금천구","-"
"5243","서울특별시 영등포구 영등포동1가","145","0145","0000","내이처해밀","14.2400","202203","30","        12,000","-","2","-","-","2012","경인로114길 62","-","중개거래","서울 영등포구","-"
"5244","서울특별시 서초구 반포동","757","0757","0000","반포주공1단지","140.3300","202203","30","       660,000","-","2","-","-","1974","신반포로 9","-","중개거래","서울 서초구","-"
"5245","서울특별시 강남구 압구정동","486","0486","0000","한양4","101.0900","202203","30","       330,000","-","8","-","-","1978","압구정로 313","-","중개거래","서울 강남구 서울 송파구","-"
"5246","서울특별시 송파구 마천동","20","0020","0000","신동아","59.8800","202203","30","        68,000","-","1","-","-","2001","성내천로21길 12","-","중개거래","경기 성남수정구 서울 송파구","-"
"5247","서울특별시 성북구 길음동","1288","1288","0000","래미안길음센터피스","84.6600","202203","31","       148,000","-","4","-","-","2019","숭인로 50","-","중개거래","경기 성남수정구","-"
"5248","서울특별시 노원구 상계동","691","0691","0000","상계주공7(고층)","41.3000","202203","31","        66,000","-","10","-","-","1988","동일로 1456","-","중개거래","서울 노원구","-"
"5249","서울특별시 영등포구 신길동","365","0365","0000","우성1","64.4000","202203","31","        98,000","-","9","-","-","1986","도신로 68","-","중개거래","서울 영등포구","-"
"5250","서울특별시 서초구 서초동","1338-1","1338","0001","풍림아이원플러스","41.0760","202203","31","        55,000","-","14","-","-","2004","효령로77길 14","-","중개거래","서울 서초구","-"
"5251","서울특별시 강남구 논현동","105","0105","0000","동현아파트1~6","120.5800","202203","31","       273,000","-","8","-","-","1985","언주로146길 18","-","중개거래","서울 강남구","-"
"5252","서울특별시 송파구 신천동","7","0007","0000","장미1","71.2000","202203","31","       215,000","-","5","-","-","1979","올림픽로35길 104","-","중개거래","서울 송파구","-"
"5253","서울특별시 중구 신당동","432-2006","0432","2006","수산타운(2차)","32.8600","202204","01","         9,700","-","-1","-","-","2001","동호로11바길 30-1","-","직거래","-","-"
"5254","서울특별시 용산구 신계동","48","0048","0000","용산e편한세상","84.2100","202204","01","       210,000","-","10","-","-","2011","원효로 216","-","중개거래","서울 서초구","-"
"5255","서울특별시 성북구 동소문동7가","23","0023","0000","한신플러스C","84.9500","202204","01","        91,000","-","2","-","-","2004","동소문로15길 99","-","중개거래","서울 성북구","-"
"5256","서울특별시 성북구 석관동","410","0410","0000","래미안아트리치","59.9800","202204","01","        92,000","-","2","-","-","2019","돌곶이로8길 22","-","중개거래","서울 성북구","-"
"5257","서울특별시 도봉구 도봉동","641","0641","0000","서원","49.7700","202204","01","        44,900","-","2","-","-","1996","마들로 684-19","-","중개거래","서울 도봉구","-"
"5258","서울특별시 도봉구 창동","810","0810","0000","신창","49.7700","202204","01","        49,000","-","13","-","-","1998","덕릉로62길 13","-","중개거래","서울 도봉구","-"
"5259","서울특별시 노원구 공릉동","745","0745","0000","동신아파트","59.9900","202204","01","        61,500","-","15","-","-","1999","공릉로 213","-","중개거래","서울 노원구","-"
"5260","서울특별시 마포구 공덕동","476","0476","0000","공덕파크자이","84.9802","202204","01","       177,000","-","4","-","-","2015","백범로 152","-","중개거래","서울 마포구","-"
"5261","서울특별시 마포구 아현동","777","0777","0000","마포래미안푸르지오2단지","59.9656","202204","01","       154,000","-","2","-","-","2014","마포대로 195","-","중개거래","서울 마포구","-"
"5262","서울특별시 강서구 마곡동","735","0735","0000","마곡엠밸리2단지","114.9100","202204","01","       145,000","-","2","-","-","2014","마곡서1로 146","-","중개거래","서울 성동구","-"
"5263","서울특별시 영등포구 신길동","4950","4950","0000","래미안에스티움","59.9500","202204","01","       126,000","-","4","-","-","2017","신풍로 77","-","중개거래","서울 영등포구","-"
"5264","서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","114.9700","202204","01","       157,500","-","4","-","-","2004","상도로53길 8","-","중개거래","서울 동작구","-"
"5265","서울특별시 서초구 서초동","1338-1","1338","0001","풍림아이원플러스","28.6660","202204","01","        30,700","-","15","-","-","2004","효령로77길 14","-","중개거래","서울 서초구","-"
"5266","서울특별시 종로구 무악동","60","0060","0000","인왕산아이파크","114.9310","202204","02","       164,000","-","16","-","-","2008","통일로18길 9","-","중개거래","서울 종로구","-"
"5267","서울특별시 중구 황학동","819","0819","0000","DUO302","15.9700","202204","02","        15,850","-","18","-","-","2014","난계로 169","-","중개거래","서울 중구","-"
"5268","서울특별시 성북구 길음동","1280-1","1280","0001","길음뉴타운3단지푸르지오","84.9700","202204","02","        87,500","-","9","-","-","2005","길음로13길 39","-","중개거래","서울 광진구 서울 성북구","-"
"5269","서울특별시 성북구 길음동","1282","1282","0000","길음뉴타운5단지(래미안)","84.9600","202204","02","       113,000","-","20","-","-","2006","길음로 74","-","중개거래","서울 성북구","-"
"5270","서울특별시 도봉구 도봉동","641","0641","0000","서원","49.7700","202204","02","        46,000","-","5","-","-","1996","마들로 684-20","-","중개거래","서울 종로구","-"
"5271","서울특별시 노원구 상계동","691","0691","0000","상계주공7(고층)","45.9000","202204","02","        67,500","-","9","-","-","1988","동일로 1456","-","중개거래","서울 노원구","-"
"5272","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","84.9800","202204","02","       166,000","-","23","-","-","2020","여의대방로35가길 19","-","중개거래","서울 강서구 서울 영등포구","-"
"5273","서울특별시 영등포구 신길동","4950","4950","0000","래미안에스티움","59.9500","202204","02","       125,000","-","13","-","-","2017","신풍로 77","-","중개거래","서울 영등포구","-"
"5274","서울특별시 영등포구 대림동","785-1","0785","0001","현대1","84.7500","202204","02","        87,000","-","14","-","-","1992","도신로4길 14","-","중개거래","서울 영등포구","-"
"5275","서울특별시 동작구 사당동","1141","1141","0000","르메이에르","59.4000","202204","02","        80,000","-","16","-","-","2001","사당로20길 119","-","중개거래","서울 동작구 서울 서초구","-"
"5276","서울특별시 동작구 노량진동","325","0325","0000","신동아리버파크","84.8800","202204","02","       126,800","-","10","-","-","2001","만양로 19","-","중개거래","서울 동작구","-"
"5277","서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","114.9700","202204","02","       158,000","-","11","-","-","2004","상도로53길 8","-","중개거래","서울 동작구","-"
"5278","서울특별시 동작구 흑석동","339","0339","0000","흑석한강센트레빌Ⅱ","84.9460","202204","02","       176,000","-","16","-","-","2012","서달로 91","-","중개거래","서울 동작구","-"
"5279","서울특별시 서초구 반포동","60-4","0060","0004","반포미도","84.9600","202204","02","       280,000","-","8","-","-","1987","서초중앙로29길 28","-","중개거래","경기 의왕시 서울 서초구","-"
"5280","서울특별시 서초구 반포동","757","0757","0000","반포주공1단지","107.4700","202204","02","       538,000","-","2","-","-","1973","신반포로 45","-","중개거래","서울 서초구","-"
"5281","서울특별시 강남구 삼성동","142-3","0142","0003","LG선릉에클라트(B)","36.3500","202204","02","        38,200","-","12","-","-","2004","테헤란로63길 12","-","중개거래","서울 강남구","-"
"5282","서울특별시 강남구 삼성동","142-3","0142","0003","LG선릉에클라트(B)","36.3500","202204","02","        36,200","-","11","-","-","2004","테헤란로63길 12","-","중개거래","서울 강남구","-"
"5283","서울특별시 구로구 구로동","104-9","0104","0009","성호메이플라워멤버스빌","31.7600","202204","03","        16,100","-","16","-","-","2002","가마산로 283","-","중개거래","서울 구로구","-"
"5284","서울특별시 광진구 자양동","579","0579","0000","우성1","79.7500","202204","04","       135,400","-","9","-","-","1988","뚝섬로 569","-","중개거래","서울 광진구 서울 중랑구","-"
