"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1","서울특별시 도봉구 창동","347","0347","0000","창동주공3단지(해등마을)","49.9400","202201","01","        75,500","-","11","-","-","1991","해등로 50","-","중개거래","서울 도봉구","-"
"2","서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.8400","202201","01","        77,500","-","11","-","-","2004","금하로 816","-","직거래","-","-"
"3","서울특별시 양천구 신정동","1259","1259","0000","신트리1","49.9500","202201","03","        72,000","-","5","-","-","1999","신정로 293","-","중개거래","서울 양천구","-"
"4","서울특별시 서초구 서초동","1363-25","1363","0025","한라비발디스튜디오193","19.9900","202201","03","        26,000","-","9","-","-","2013","강남대로39길 15-10","-","중개거래","서울 강남구","-"
"5","서울특별시 강북구 번동","760","0760","0000","오동공원현대","84.7848","202201","04","        75,000","-","10","-","-","2001","오현로31길 89","-","중개거래","서울 강북구","-"
"6","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","59.9800","202201","04","        71,000","-","11","-","-","2004","솔샘로 174","-","중개거래","서울 강북구","-"
"7","서울특별시 강동구 길동","343-2","0343","0002","현대웰하임(201동)","14.4680","202201","04","         8,000","-","4","-","-","2012","천중로49가길 56","-","중개거래","서울 강동구","-"
"8","서울특별시 성동구 성수동1가","718","0718","0000","트리마제","49.6683","202201","05","       207,000","-","15","-","-","2017","왕십리로 16","-","중개거래","서울 성동구","-"
"9","서울특별시 광진구 자양동","784-1","0784","0001","대동","84.6500","202201","05","       131,000","-","6","-","-","1999","뚝섬로31길 20","-","중개거래","서울 광진구","-"
"10","서울특별시 노원구 공릉동","109","0109","0000","비선아파트","48.6000","202201","05","        55,500","-","11","-","-","1999","화랑로51길 78","-","중개거래","서울 노원구","-"
"11","서울특별시 구로구 구로동","110","0110","0000","종인아네스트","16.0400","202201","05","        11,000","-","16","-","-","2012","공원로7길 11","-","중개거래","서울 구로구","-"
"12","서울특별시 구로구 구로동","110","0110","0000","종인아네스트","16.0400","202201","05","        10,950","-","18","-","-","2012","공원로7길 11","-","중개거래","서울 구로구","-"
"13","서울특별시 종로구 숭인동","1392-1","1392","0001","종로아인스빌","12.1500","202201","06","        10,500","-","12","-","-","2013","난계로29가길 19","-","중개거래","서울 종로구","-"
"14","서울특별시 동대문구 청량리동","60","0060","0000","한신","59.9700","202201","06","        80,500","-","3","-","-","1997","제기로 131","-","중개거래","서울 동대문구","-"
"15","서울특별시 노원구 상계동","1305","1305","0000","동양엔파트","84.8800","202201","06","        99,000","-","18","-","-","2003","상계로5길 12","-","중개거래","서울 노원구","-"
"16","서울특별시 노원구 월계동","556","0556","0000","주공2","59.9700","202201","06","        40,000","-","6","-","-","1992","초안산로1길 18","-","직거래","-","-"
"17","서울특별시 성북구 장위동","322","0322","0000","래미안포레카운티","84.9700","202201","07","        90,000","-","9","-","-","2021","장월로 160","-","중개거래","서울 성북구","-"
"18","서울특별시 영등포구 당산동4가","95","0095","0000","당산금호어울림","84.2500","202201","07","       132,500","-","6","-","-","2002","국회대로37길 22","-","중개거래","서울 마포구 서울 영등포구","-"
"19","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","145.8300","202201","07","       425,000","-","21","-","-","2005","선릉로 206","-","중개거래","서울 강남구","-"
"20","서울특별시 양천구 신월동","987-1","0987","0001","신월시영","59.4900","202201","08","        81,000","-","5","-","-","1988","신월로 99","-","중개거래","서울 양천구","-"
"21","서울특별시 송파구 송파동","119","0119","0000","한양아파트","119.6800","202201","08","       187,500","-","11","-","-","1983","가락로 187","-","중개거래","서울 송파구","-"
"22","서울특별시 은평구 불광동","645","0645","0000","불광롯데캐슬","59.9800","202201","10","        89,000","-","1","-","-","2018","불광로 64","-","중개거래","서울 은평구","-"
"23","서울특별시 구로구 개봉동","476","0476","0000","한마을","59.5700","202201","10","        79,000","-","10","-","-","1999","경인로 382","-","중개거래","서울 강서구 서울 구로구","-"
"24","서울특별시 송파구 오금동","165","0165","0000","상아2차아파트","50.7200","202201","10","        99,000","-","10","-","-","1988","오금로 407","-","중개거래","서울 송파구","-"
"25","서울특별시 송파구 가락동","913","0913","0000","헬리오시티","84.9900","202201","10","       237,000","-","25","-","-","2018","송파대로 345","-","중개거래","서울 송파구","-"
"26","서울특별시 용산구 이촌동","404","0404","0000","한가람","114.9600","202201","11","       283,000","-","17","-","-","1998","이촌로69길 30","-","중개거래","서울 용산구","-"
"27","서울특별시 성동구 금호동4가","1550","1550","0000","브라운스톤2차","84.9800","202201","11","       160,000","-","14","-","-","2010","동호로 93","-","중개거래","서울 성동구","-"
"28","서울특별시 중랑구 신내동","816","0816","0000","신내우디안1단지","84.6500","202201","11","        85,000","-","16","-","-","2014","신내역로1길 85","-","중개거래","서울 중랑구","-"
"29","서울특별시 중랑구 중화동","453","0453","0000","청광플러스원","84.9600","202201","11","        85,500","-","11","-","-","2007","동일로136길 15","-","중개거래","서울 중랑구","-"
"30","서울특별시 강북구 수유동","733","0733","0000","수유역하이씨티","12.0100","202201","11","        10,700","-","11","-","-","2014","도봉로71가길 16","-","직거래","-","-"
"31","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","84.7600","202201","11","        80,400","-","8","-","-","2004","솔샘로 174","-","중개거래","서울 성북구","-"
"32","서울특별시 서초구 서초동","1337-3","1337","0003","urbanplace","20.9980","202201","11","        19,500","-","4","-","-","2014","효령로77길 30","-","중개거래","서울 서초구","-"
"33","서울특별시 강동구 길동","353-40","0353","0040","유덕휴먼빌","81.9400","202201","11","        61,000","-","1","-","-","2003","천중로54길 9-14","-","중개거래","서울 강동구","-"
"34","서울특별시 송파구 문정동","150","0150","0000","올림픽훼밀리타운","84.7050","202201","11","       193,500","-","10","-","-","1988","중대로 24","-","중개거래","서울 송파구","-"
"35","서울특별시 노원구 중계동","360-2","0360","0002","청구3","84.7700","202201","12","       137,000","-","7","-","-","1996","중계로 233","-","중개거래","서울 노원구","-"
"36","서울특별시 양천구 신월동","1075","1075","0000","목동센트럴아이파크위브1단지","84.9800","202201","12","       134,000","-","11","-","-","2020","남부순환로83길 17","-","중개거래","서울 양천구","-"
"37","서울특별시 구로구 구로동","104-3","0104","0003","해담채3","13.3900","202201","12","        10,500","-","13","-","-","2014","가마산로27길 11-15","-","중개거래","서울 동작구","-"
"38","서울특별시 영등포구 대림동","717","0717","0000","쌍용플래티넘S","18.2400","202201","12","        12,200","-","9","-","-","2013","대림로29길 13","-","직거래","-","-"
"39","서울특별시 영등포구 영등포동4가","103","0103","0000","영등포그랑그루","12.1000","202201","12","        13,000","-","10","-","-","2012","문래로 191","-","중개거래","서울 영등포구","-"
"40","서울특별시 동작구 본동","492","0492","0000","삼성래미안","84.2261","202201","12","       137,000","-","9","-","-","2004","매봉로 123","-","직거래","-","-"
"41","서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.8400","202201","12","        95,000","-","10","-","-","1996","보라매로 62","-","중개거래","경기 고양일산서구 서울 관악구","-"
"42","서울특별시 강남구 신사동","632","0632","0000","압구정하이츠파크","213.0500","202201","12","       550,000","-","19","-","-","2004","압구정로42길 78","-","중개거래","서울 강남구","-"
"43","서울특별시 강남구 도곡동","467-17","0467","0017","타워팰리스2","154.3500","202201","12","       410,000","-","42","-","-","2003","언주로30길 57","-","중개거래","서울 강남구","-"
"44","서울특별시 송파구 가락동","140","0140","0000","가락(1차)쌍용아파트","59.9200","202201","12","       141,000","-","10","-","-","1997","동남로 193","-","중개거래","서울 송파구","-"
"45","서울특별시 도봉구 창동","373","0373","0000","창동주공4단지","49.9400","202201","13","        59,000","-","8","-","-","1991","덕릉로 350","-","중개거래","서울 도봉구","-"
"46","서울특별시 은평구 응암동","120-10","0120","0010","월드빌(120-10)","63.3600","202201","13","        37,500","-","4","-","-","2004","응암로21가길 23","-","중개거래","서울 은평구","-"
"47","서울특별시 구로구 구로동","110","0110","0000","종인아네스트","16.0400","202201","13","        10,500","-","20","-","-","2012","공원로7길 11","-","중개거래","서울 구로구","-"
"48","서울특별시 송파구 신천동","17","0017","0000","파크리오","84.7900","202201","13","       220,000","-","3","-","-","2008","올림픽로 435","-","중개거래","서울 송파구","-"
"49","서울특별시 중구 신당동","432-2000","0432","2000","스위스빌라","38.5300","202201","14","        15,000","-","1","-","-","2001","동호로11마길 39","-","중개거래","서울 중구","-"
"50","서울특별시 중랑구 망우동","575","0575","0000","청광","83.4564","202201","14","        59,500","-","4","-","-","2001","용마산로116길 76","-","중개거래","서울 중랑구","-"
"51","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","84.8600","202201","14","        81,000","-","18","-","-","2004","솔샘로 174","-","중개거래","서울 강북구","-"
"52","서울특별시 서대문구 북아현동","1013","1013","0000","e편한세상신촌2단지","59.8500","202201","14","       148,500","-","11","-","-","2018","북아현로1길 17","-","중개거래","서울 서대문구","-"
"53","서울특별시 구로구 개봉동","476","0476","0000","한마을","59.5700","202201","14","        60,000","-","2","-","-","1999","경인로 382","-","직거래","-","-"
"54","서울특별시 관악구 신림동","1655-17","1655","0017","G밸리마인드","14.9600","202201","14","        21,050","-","15","-","-","2021","시흥대로 558-1","-","직거래","-","-"
"55","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","59.9800","202201","15","        70,000","-","10","-","-","2004","솔샘로 174","-","중개거래","서울 강북구","-"
"56","서울특별시 도봉구 창동","373","0373","0000","창동주공4단지","49.9400","202201","15","        64,000","-","13","-","-","1991","덕릉로 350","-","중개거래","서울 도봉구","-"
"57","서울특별시 노원구 중계동","363-1","0363","0001","주공7","44.1000","202201","15","        54,800","-","14","-","-","1993","한글비석로8길 42","-","중개거래","서울 노원구","-"
"58","서울특별시 은평구 불광동","635","0635","0000","북한산힐스테이트1차아파트","84.7340","202201","15","       110,000","-","5","-","-","2009","불광로2길 33","-","중개거래","서울 은평구","-"
"59","서울특별시 마포구 창전동","449","0449","0000","마포웨스트리버태영데시앙","84.3910","202201","15","       144,300","-","1","-","-","2019","서강로3길 32","-","중개거래","서울 마포구","-"
"60","서울특별시 마포구 대흥동","660","0660","0000","대흥동태영아파트","84.7700","202201","15","       175,000","-","11","-","-","1999","독막로 266","-","중개거래","서울 마포구","-"
"61","서울특별시 구로구 개봉동","60-82","0060","0082","거성푸르뫼2","59.9000","202201","15","        50,500","-","8","-","-","1994","고척로 82","-","중개거래","서울 구로구","-"
"62","서울특별시 구로구 구로동","487-24","0487","0024","M센트럴뷰","53.0300","202201","16","        49,700","-","2","-","-","2020","구로동로42길 9","-","직거래","-","-"
"63","서울특별시 중랑구 신내동","397","0397","0000","동성1","59.4000","202201","17","        62,000","-","11","-","-","1997","신내로 128","-","중개거래","서울 동대문구 서울 중랑구","-"
"64","서울특별시 강동구 암사동","461","0461","0000","대원","59.9000","202201","17","        72,500","-","12","-","-","1998","고덕로 52","-","중개거래","서울 강남구 서울 강동구","-"
"65","서울특별시 도봉구 창동","26","0026","0000","동아","89.4500","202201","18","        95,000","-","9","-","-","1988","노해로70길 12","-","중개거래","서울 도봉구","-"
"66","서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.9900","202201","18","        42,000","-","7","-","-","2021","진흥로 153","-","직거래","-","-"
"67","서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.9900","202201","18","        42,000","-","9","-","-","2021","진흥로 153","-","직거래","-","-"
"68","서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.9900","202201","18","        44,000","-","2","-","-","2021","진흥로 153","-","직거래","-","-"
"69","서울특별시 강서구 화곡동","1157","1157","0000","길성그랑프리텔","83.0300","202201","18","        57,000","-","9","-","-","2005","우장산로 82","-","중개거래","서울 강서구","-"
"70","서울특별시 영등포구 당산동","171-19","0171","0019","드림시드","64.0200","202201","18","        60,000","-","6","-","-","2005","국회대로53길 30","-","직거래","-","-"
"71","서울특별시 동작구 노량진동","324","0324","0000","건영(103동-106동)","84.9400","202201","18","       105,000","-","2","-","-","1997","만양로 26","-","중개거래","서울 동작구","-"
"72","서울특별시 관악구 신림동","1744","1744","0000","신림스카이아파트","56.4500","202201","18","        59,900","-","9","-","-","2021","신림로 185","-","직거래","-","-"
"73","서울특별시 강동구 길동","343-1","0343","0001","현대웰하임(101동)","16.9590","202201","18","        11,800","-","7","-","-","2012","천중로53길 6","-","중개거래","서울 강동구","-"
"74","서울특별시 강남구 압구정동","369-1","0369","0001","현대1차(12,13,21,22,31,32,33동)","196.2100","202201","18","       800,000","-","9","-","-","1976","압구정로29길 71","-","중개거래","서울 강남구","-"
"75","서울특별시 송파구 신천동","17","0017","0000","파크리오","59.8600","202201","18","       195,000","-","11","-","-","2008","올림픽로 435","-","중개거래","서울 송파구","-"
"76","서울특별시 성북구 안암동3가","136-1","0136","0001","대광","47.2700","202201","18","        35,000","-","5","-","-","1971","안암로9나길 14","-","중개거래","서울 성북구","-"
"77","서울특별시 강북구 미아동","813","0813","0000","래미안트리베라1단지","84.9700","202201","19","       104,700","-","10","-","-","2010","삼양로19길 25","-","중개거래","서울 강북구","-"
"78","서울특별시 노원구 상계동","1305","1305","0000","동양엔파트","84.8800","202201","19","       105,000","-","4","-","-","2003","상계로5길 12","-","중개거래","서울 노원구","-"
"79","서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.9900","202201","19","        41,800","-","12","-","-","2021","진흥로 153","-","직거래","-","-"
"80","서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.9900","202201","19","        42,000","-","11","-","-","2021","진흥로 153","-","직거래","-","-"
"81","서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.9900","202201","19","        41,000","-","5","-","-","2021","진흥로 153","-","직거래","-","-"
"82","서울특별시 마포구 도화동","555","0555","0000","한화오벨리스크","49.8700","202201","19","        79,500","-","11","-","-","2004","마포대로 33","-","중개거래","서울 마포구","-"
"83","서울특별시 영등포구 당산동4가","30-1","0030","0001","당산현대5차","59.5500","202201","19","       108,000","-","4","-","-","2000","당산로42길 16","-","중개거래","서울 영등포구","-"
"84","서울특별시 강동구 길동","457-1","0457","0001","강동렘브란트","15.8600","202201","19","        10,000","-","13","-","-","2014","천호대로177길 9","-","중개거래","서울 강동구","-"
"85","서울특별시 강남구 청담동","134-16","0134","0016","신동아","84.9400","202201","19","       220,000","-","2","-","-","1997","학동로105길 30","-","중개거래","서울 강남구","-"
"86","서울특별시 송파구 장지동","878","0878","0000","위례신도시송파푸르지오","106.9670","202201","19","       196,000","-","28","-","-","2015","위례광장로 185","-","중개거래","서울 송파구","-"
"87","서울특별시 성북구 길음동","1281","1281","0000","길음뉴타운4단지(e편한세상)","59.8600","202201","20","        81,000","-","18","-","-","2005","길음로 118","-","중개거래","서울 성북구","-"
"88","서울특별시 강북구 수유동","48-8","0048","0008","수유프리미어엠","15.1300","202201","20","        10,100","-","7","-","-","2016","덕릉로 76","-","중개거래","서울 강북구","-"
"89","서울특별시 마포구 도화동","555","0555","0000","한화오벨리스크","38.8800","202201","20","        59,500","-","10","-","-","2004","마포대로 33","-","중개거래","서울 마포구","-"
"90","서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.9700","202201","20","        69,500","-","12","-","-","2004","금하로 816","-","중개거래","서울 금천구","-"
"91","서울특별시 관악구 신림동","1744","1744","0000","신림스카이아파트","38.3400","202201","20","        45,000","-","7","-","-","2021","신림로 185","-","직거래","-","-"
"92","서울특별시 강동구 길동","457-1","0457","0001","강동렘브란트","15.8600","202201","20","        11,000","-","11","-","-","2014","천호대로177길 9","-","중개거래","서울 강동구","-"
"93","서울특별시 송파구 오금동","165","0165","0000","상아2차아파트","50.7200","202201","20","        99,000","-","13","-","-","1988","오금로 407","-","중개거래","서울 송파구","-"
"94","서울특별시 도봉구 방학동","705-17","0705","0017","퍼스티안","13.6794","202201","21","         9,000","-","10","-","-","2013","도봉로150가길 27","-","직거래","-","-"
"95","서울특별시 도봉구 방학동","705-17","0705","0017","퍼스티안","13.6794","202201","21","         9,400","-","8","-","-","2013","도봉로150가길 27","-","중개거래","서울 도봉구","-"
"96","서울특별시 마포구 공덕동","457","0457","0000","공덕3삼성래미안","84.9800","202201","21","       165,000","-","15","-","-","2004","마포대로7길 22","-","중개거래","서울 마포구","-"
"97","서울특별시 서초구 방배동","752-36","0752","0036","방배아크로리버","149.2250","202201","21","       250,000","-","20","-","-","2004","방배중앙로 207-10","-","중개거래","서울 서초구","-"
"98","서울특별시 서초구 서초동","1337-3","1337","0003","urbanplace","20.9980","202201","21","        19,500","-","7","-","-","2014","효령로77길 30","-","중개거래","서울 서초구","-"
"99","서울특별시 송파구 문정동","150","0150","0000","올림픽훼밀리타운","136.3250","202201","21","       233,000","-","9","-","-","1988","중대로 24","-","중개거래","서울 송파구","-"
"100","서울특별시 강북구 수유동","50-82","0050","0082","성덕","62.9100","202201","22","        37,000","-","6","-","-","2003","수유로12길 43","-","중개거래","서울 강북구","-"
"101","서울특별시 은평구 신사동","40-2","0040","0002","세민하이파크","40.1900","202201","22","        49,000","-","9","-","-","2017","가좌로 319","-","중개거래","서울 은평구","-"
"102","서울특별시 영등포구 당산동4가","30-1","0030","0001","당산현대5차","59.8500","202201","22","       116,000","-","16","-","-","2000","당산로42길 16","-","중개거래","서울 영등포구","-"
"103","서울특별시 강동구 길동","457-1","0457","0001","강동렘브란트","15.8600","202201","22","        11,000","-","12","-","-","2014","천호대로177길 9","-","중개거래","서울 강동구","-"
"104","서울특별시 강동구 성내동","295","0295","0000","성안마을청구","59.9300","202201","22","        95,000","-","12","-","-","2002","풍성로 114-1","-","중개거래","서울 강동구","-"
"105","서울특별시 송파구 신천동","17","0017","0000","파크리오","59.9500","202201","22","       195,000","-","7","-","-","2008","올림픽로 435","-","중개거래","서울 송파구","-"
"106","서울특별시 노원구 상계동","1277","1277","0000","수락한신","59.9500","202201","23","        58,000","-","13","-","-","1997","동일로242길 80","-","중개거래","서울 노원구","-"
"107","서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.9700","202201","23","        67,000","-","3","-","-","2004","금하로 816","-","중개거래","서울 금천구","-"
"108","서울특별시 동작구 사당동","105","0105","0000","신동아4","59.8900","202201","23","       105,000","-","10","-","-","1993","동작대로29길 110","-","중개거래","서울 동작구","-"
"109","서울특별시 송파구 신천동","17","0017","0000","파크리오","84.7900","202201","23","       225,000","-","7","-","-","2008","올림픽로 435","-","중개거래","서울 송파구","-"
"110","서울특별시 종로구 숭인동","535","0535","0000","주숭보아파트","59.9000","202201","24","        44,750","-","6","-","-","2000","보문로9길 51","-","중개거래","서울 종로구","-"
"111","서울특별시 노원구 월계동","13","0013","0000","미성","33.2800","202201","24","        70,000","-","3","-","-","1986","마들로 59","-","중개거래","서울 노원구","-"
"112","서울특별시 강서구 화곡동","916-11","0916","0011","찬누리","29.9300","202201","24","        24,500","-","6","-","-","2016","월정로20길 78","-","직거래","-","-"
"113","서울특별시 구로구 구로동","97-10","0097","0010","우진체리쉬","77.6500","202201","24","        54,500","-","7","-","-","2005","구로중앙로18길 53","-","중개거래","서울 구로구 서울 금천구","-"
"114","서울특별시 서초구 양재동","317-4","0317","0004","경희궁","81.7500","202201","24","       105,000","-","3","-","-","2001","강남대로12길 15","-","중개거래","서울 서초구","-"
"115","서울특별시 송파구 신천동","17","0017","0000","파크리오","84.9000","202201","24","       216,400","-","30","-","-","2008","올림픽로 435","-","중개거래","서울 송파구","-"
"116","서울특별시 광진구 구의동","662","0662","0000","아차산한라아파트","60.3900","202201","25","        59,500","-","6","-","-","2009","영화사로16길 43","-","직거래","-","-"
"117","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","84.8600","202201","25","        84,000","-","22","-","-","2004","솔샘로 174","-","직거래","-","-"
"118","서울특별시 성동구 행당동","380","0380","0000","서울숲리버뷰자이","59.9700","202201","26","       163,000","-","11","-","-","2018","고산자로2길 65","-","중개거래","서울 성동구","-"
"119","서울특별시 성동구 행당동","380","0380","0000","서울숲리버뷰자이","84.9600","202201","26","       199,000","-","18","-","-","2018","고산자로2길 65","-","중개거래","서울 성동구","-"
"120","서울특별시 강서구 화곡동","916-14","0916","0014","승윤노블리안","78.4600","202201","26","        49,500","-","12","-","-","2012","곰달래로20길 13","-","중개거래","서울 강서구","-"
"121","서울특별시 강서구 화곡동","916-9","0916","0009","프라임하우스(916-9)","34.3200","202201","26","        20,000","-","9","-","-","2013","월정로20길 82","-","중개거래","서울 강서구","-"
"122","서울특별시 강남구 논현동","58-2","0058","0002","마일스디오빌","36.2900","202201","26","        37,000","-","4","-","-","2004","학동로 165","-","중개거래","서울 강남구","-"
"123","서울특별시 강남구 삼성동","87","0087","0000","아이파크","145.0460","202201","26","       420,000","-","9","-","-","2004","영동대로 640","-","중개거래","서울 강남구","-"
"124","서울특별시 중구 묵정동","11-2","0011","0002","충무","54.1800","202201","27","        59,500","-","1","-","-","1982","퇴계로50길 42","-","직거래","-","-"
"125","서울특별시 용산구 이촌동","404","0404","0000","한가람","59.8800","202201","27","       188,300","-","9","-","-","1998","이촌로65가길 51","-","중개거래","서울 서초구","-"
"126","서울특별시 성북구 장위동","322","0322","0000","래미안포레카운티","59.9200","202201","27","        97,000","-","9","-","-","2021","장월로 160","-","중개거래","서울 성북구","-"
"127","서울특별시 마포구 망원동","476-3","0476","0003","스카이캐슬","45.1800","202201","27","        54,500","-","2","-","-","2019","월드컵로29길 14","-","중개거래","서울 마포구 서울 송파구","-"
"128","서울특별시 서초구 서초동","1337-3","1337","0003","urbanplace","20.3440","202201","27","        20,500","-","4","-","-","2014","효령로77길 30","-","중개거래","서울 서초구","-"
"129","서울특별시 강남구 논현동","58-2","0058","0002","마일스디오빌","36.2900","202201","27","        42,000","-","14","-","-","2004","학동로 165","-","중개거래","서울 강남구","-"
"130","서울특별시 서대문구 연희동","739","0739","0000","대우푸르지오","84.7060","202201","28","        99,500","-","6","-","-","2002","연희로 38-20","-","중개거래","서울 서대문구","-"
"131","서울특별시 마포구 도화동","555","0555","0000","한화오벨리스크","75.7200","202201","28","        98,000","-","18","-","-","2004","마포대로 33","-","중개거래","서울 마포구","-"
"132","서울특별시 관악구 봉천동","41-265","0041","0265","에메랄드103동","60.5400","202201","28","        63,000","-","2","-","-","2012","은천로34길 24","20220426","중개거래","서울 관악구","-"
"133","서울특별시 관악구 신림동","1700","1700","0000","라이프","59.1300","202201","28","        45,000","-","7","-","-","1996","문성로 86","-","중개거래","서울 관악구","-"
"134","서울특별시 관악구 봉천동","41-265","0041","0265","에메랄드103동","60.5400","202201","28","        63,000","-","2","-","-","2012","은천로34길 24","-","중개거래","서울 관악구","-"
"135","서울특별시 강남구 삼성동","87","0087","0000","아이파크","156.8570","202201","28","       475,000","-","6","-","-","2004","영동대로 640","-","중개거래","서울 강남구","-"
"136","서울특별시 성동구 금호동4가","800","0800","0000","대우","59.9700","202201","29","       122,000","-","20","-","-","2001","독서당로 272","-","중개거래","서울 성동구","-"
"137","서울특별시 성동구 성수동1가","718","0718","0000","트리마제","84.8111","202201","29","       303,000","-","3","-","-","2017","왕십리로 16","-","중개거래","서울 성동구","-"
"138","서울특별시 성동구 금호동4가","800","0800","0000","대우","114.7100","202201","29","       163,750","-","1","-","-","2001","독서당로 272","-","중개거래","서울 성동구","-"
"139","서울특별시 성북구 하월곡동","225","0225","0000","래미안월곡","84.5890","202201","29","       107,500","-","19","-","-","2006","오패산로 90","-","중개거래","서울 성북구","-"
"140","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","84.9200","202201","29","        85,000","-","7","-","-","2004","솔샘로 174","-","중개거래","서울 강북구 서울 성동구","-"
"141","서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.3400","202201","30","        60,000","-","8","-","-","2004","금하로 816","-","중개거래","서울 금천구","-"
"142","서울특별시 성동구 용답동","252","0252","0000","덕현해밀","84.9900","202202","03","       103,000","-","2","-","-","2014","용답29길 29","-","중개거래","서울 성동구","-"
"143","서울특별시 관악구 신림동","1655-17","1655","0017","G밸리마인드","14.9600","202202","03","        21,050","-","15","-","-","2021","시흥대로 558-1","-","직거래","-","-"
"144","서울특별시 도봉구 창동","373","0373","0000","창동주공4단지","41.3000","202202","04","        57,000","-","7","-","-","1991","덕릉로 350","-","중개거래","서울 도봉구","-"
"145","서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.9900","202202","04","        41,000","-","15","-","-","2021","진흥로 153","-","직거래","-","-"
"146","서울특별시 강동구 성내동","600","0600","0000","성내3차e-편한세상","84.2300","202202","04","        71,200","-","10","-","-","2004","천호대로162길 35","-","직거래","-","-"
"147","서울특별시 동대문구 청량리동","60","0060","0000","한신","114.9500","202202","05","       118,000","-","6","-","-","1997","제기로 131","-","중개거래","서울 동대문구","-"
"148","서울특별시 성북구 길음동","1281","1281","0000","길음뉴타운4단지(e편한세상)","59.9700","202202","05","        86,000","-","10","-","-","2005","길음로 118","-","중개거래","서울 강북구 서울 성북구","-"
"149","서울특별시 관악구 봉천동","893-1","0893","0001","프라비다M","30.1200","202202","05","        30,000","-","9","-","-","2014","남부순환로 1777-7","-","중개거래","서울 관악구","-"
"150","서울특별시 강남구 도곡동","952","0952","0000","대우디오빌","25.8900","202202","05","        24,000","-","7","-","-","2004","강남대로 256","-","중개거래","서울 강남구","-"
"151","서울특별시 동대문구 청량리동","60","0060","0000","한신","59.9700","202202","06","        70,500","-","3","-","-","1997","제기로 131","-","중개거래","서울 동대문구","-"
"152","서울특별시 도봉구 방학동","717-2","0717","0002","방학지음재힐스","21.5100","202202","07","        18,500","-","7","-","-","2018","도봉로150다길 28","-","중개거래","서울 도봉구","-"
"153","서울특별시 노원구 월계동","556","0556","0000","주공2","44.9400","202202","07","        52,000","-","4","-","-","1993","초안산로1길 18","-","중개거래","서울 노원구","-"
"154","서울특별시 송파구 잠실동","44","0044","0000","레이크팰리스","84.8200","202202","07","       230,000","-","5","-","-","2006","잠실로 88","-","중개거래","서울 송파구","-"
"155","서울특별시 성동구 금호동3가","700","0700","0000","금호자이2차","84.9796","202202","08","       162,000","-","21","-","-","2012","금호산8길 14","-","중개거래","서울 성동구","-"
"156","서울특별시 도봉구 창동","38","0038","0000","주공17단지","36.1600","202202","08","        49,000","-","13","-","-","1989","덕릉로66길 17","-","중개거래","서울 도봉구","-"
"157","서울특별시 도봉구 창동","347","0347","0000","창동주공3단지(해등마을)","84.4100","202202","09","        89,000","-","4","-","-","1990","해등로 49","-","중개거래","서울 도봉구","-"
"158","서울특별시 서대문구 현저동","200","0200","0000","독립문극동(200-0)","114.5100","202202","09","       137,000","-","2","-","-","1998","독립문공원길 17","-","중개거래","서울 서대문구","-"
"159","서울특별시 마포구 염리동","515-1","0515","0001","상록","49.8000","202202","09","        81,000","-","2","-","-","1997","숭문길 106","-","중개거래","서울 마포구","-"
"160","서울특별시 관악구 신림동","1655-17","1655","0017","G밸리마인드","14.9600","202202","09","        21,400","-","14","-","-","2021","시흥대로 558-1","-","직거래","-","-"
"161","서울특별시 송파구 잠실동","44","0044","0000","레이크팰리스","59.9700","202202","09","       190,000","-","20","-","-","2006","잠실로 88","-","중개거래","서울 송파구","-"
"162","서울특별시 도봉구 창동","38","0038","0000","주공17단지","36.1600","202202","10","        51,500","-","8","-","-","1989","덕릉로66길 17","-","중개거래","서울 도봉구","-"
"163","서울특별시 강동구 길동","457-1","0457","0001","강동렘브란트","15.8600","202202","10","        11,900","-","13","-","-","2014","천호대로177길 9","-","중개거래","서울 강동구","-"
"164","서울특별시 강남구 도곡동","467-17","0467","0017","타워팰리스2","164.9900","202202","10","       404,000","-","11","-","-","2003","언주로30길 57","-","중개거래","서울 강남구","-"
